1-Wire/iButton Part Number: DS1923
1-Wire/iButton Registration Number: 5C00000072951141
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 60 second(s)
Mission Start Time:  Thu Jul 20 09:06:01 SGT 2023
Mission Sample Count:  506
Roll Over Enabled?  true(no rollover occurred)
First Sample Timestamp:  Thu Jul 20 09:06:01 SGT 2023
Total Mission Samples:  506
Total Device Samples:  26401
Temperature Logging:  0.5 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  0.6 %RH
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
20/7/23 5:11:01 PM,C,30.605
20/7/23 5:12:01 PM,C,28.606
20/7/23 5:13:01 PM,C,27.607
20/7/23 5:14:01 PM,C,27.107
20/7/23 5:15:01 PM,C,26.607
20/7/23 5:16:01 PM,C,26.107
20/7/23 5:17:01 PM,C,26.107
20/7/23 5:18:01 PM,C,25.607
20/7/23 5:19:01 PM,C,25.607
20/7/23 5:20:01 PM,C,25.607
20/7/23 5:21:01 PM,C,25.607
20/7/23 5:22:01 PM,C,25.607
20/7/23 5:23:01 PM,C,25.607
20/7/23 5:24:01 PM,C,25.607
20/7/23 5:25:01 PM,C,25.607
20/7/23 5:26:01 PM,C,25.607
20/7/23 5:27:01 PM,C,25.607
20/7/23 5:28:01 PM,C,25.607
20/7/23 5:29:01 PM,C,27.107
20/7/23 5:30:01 PM,C,27.107
20/7/23 5:31:01 PM,C,29.606
