DRAWPOINT ID,OBS. DATE,Extraction Rate,HOD,Specific UI,%MATERIAL TYPE,%FRAGMENTATION,Water,CLASSDP_ACTUAL,CLASSDP_ACTUAL_Ajd_Smote
P13_47S,12/17/2021,95.63079103,32.59730992,2,80,50,2,3,1
P13_48S,12/17/2021,96.52705041,33.03380928,1,80,55,2,3,1
P13_49S,12/17/2021,147.1931629,29.46527679,1.1,80,50,2,3,1
P14_44S,12/17/2021,252.1307302,36.91385313,4,80,300,0.01,1,1
P14_47N,12/17/2021,127.7034245,35.88093669,4,80,45.5,2,3,1
P14_48N,12/17/2021,113.396989,34.82121944,1.1,80,50,0.01,1,1
P14_48S,12/17/2021,213.6614435,42.39217078,4.2,80,50,0.01,1,1
P14_49N,12/17/2021,173.433569,30.65234277,1.2,80,50,2,3,1
P14_49S,12/17/2021,187.0995824,34.38889356,2.1,80,50,2,3,1
P16_40S,12/28/2021,120.7986255,32.58547481,2,80,147.5,0.01,1,1
P16_41S,12/28/2021,122.5250992,39.14321835,3.2,80,155,0.01,1,1
P16_42N,12/28/2021,200.1945991,34.72288365,2.3,80,55,0.01,1,1
P16_42S,12/28/2021,101.3072523,44.03281989,2.1,80,170,0.01,1,1
P16_43N,12/28/2021,128.1750473,45.38976109,1.1,80,102.5,0.01,1,1
P16_43S,12/28/2021,136.5414205,55.6414991,2.3,80,72.5,0.01,1,1
P16_44N,12/28/2021,150.2746,53.57705179,0.1,80,300,2,3,1
P16_44S,12/28/2021,125.63616,57.05734875,2.1,80,72.5,2,3,1
P16_45N,12/28/2021,119.8653234,51.48859799,0.1,80,70,2,3,1
P16_45S,12/28/2021,128.966096,58.73280807,2.3,80,50,2,3,1
P16_46N,12/28/2021,101.8208905,49.1102685,0.1,80,60,2,3,1
P16_46S,12/28/2021,77.6316899,44.98702129,2.2,74,47.75,1,2,1
P16_47N,12/28/2021,99.85085609,47.29377222,0.1,80,70,2,3,1
P16_47S,12/28/2021,100.0883967,51.7606818,2.2,80,50,0.01,1,1
P16_48S,12/28/2021,73.7556924,33.43087034,3.2,77,47.75,1,2,1
P16_49N,12/28/2021,64.44907137,28.94454526,1.2,77,47.75,1,2,1
P17_38S,1/14/2022,131.8184984,39.75463111,1.1,80,147.5,0.01,1,1
P17_39S,1/14/2022,155.8589606,48.78303189,3.1,80,72.5,0.01,1,1
P17_40S,1/14/2022,175.3635354,56.62664887,0.3,80,60,0.01,1,1
P17_41N,1/14/2022,146.4346817,42.33116269,1,80,130,0.01,1,1
P17_41S,1/14/2022,173.4663955,64.31456882,0.3,80,300,0.01,1,1
P17_42N,1/14/2022,150.6061748,54.36211795,4,80,300,2,3,1
P17_42S,1/14/2022,162.188541,68.56687682,1.4,80,62.5,0.01,1,1
P17_43N,1/14/2022,158.4440404,60.90855769,1.4,80,55,2,3,1
P17_43S,1/14/2022,146.1953385,64.40259309,0.1,80,102.5,0.01,1,1
P17_44N,1/14/2022,148.5217133,63.2963865,0.1,80,187.5,0.01,1,1
P17_44S,1/14/2022,156.7972984,74.88564116,0.3,80,50,0.01,1,1
P17_45N,1/14/2022,150.5331377,64.74076968,1.3,80,57.5,0.01,1,1
P17_45S,1/14/2022,168.9398556,89.37688632,0.1,80,57.5,0.01,1,1
P17_46N,1/14/2022,140.5747344,62.97074828,1.3,80,50,0.01,1,1
P17_46S,1/14/2022,156.6063579,87.68631532,0.3,80,50,0.01,1,1
P17_47N,1/14/2022,134.6653824,61.7633098,1,80,65,0.01,1,1
P17_47S,1/14/2022,107.7637609,57.70147056,0.4,80,67.5,0.01,1,1
P17_48N,1/14/2022,88.69708308,35.5831421,3.1,80,77.5,0.01,1,1
P17_48S,1/14/2022,138.4939024,43.91037122,2.1,74,130.25,0.01,1,1
P18_37S,1/14/2022,128.8252136,46.27113093,2.1,86,62.75,2,3,1
P18_38S,1/14/2022,128.9984713,51.98476411,2.2,83.5,60,0.01,1,1
P18_39N,1/14/2022,171.9717292,51.46849333,2.2,80,57.5,0.01,1,1
P18_39S,1/14/2022,155.8904703,64.19174665,0.1,82,50,1,2,1
P18_40N,1/14/2022,179.9417225,57.50958494,2.1,80,65,0.01,1,1
P18_40S,1/14/2022,148.4910398,63.64157442,0.2,80,50,1,2,1
P18_41N,1/14/2022,148.2197251,58.27340125,1.1,80,60,0.01,1,1
P18_41S,1/14/2022,166.6952946,75.79182853,0.3,80,50,0.01,1,1
P18_42N,1/14/2022,160.441543,68.07397379,0.2,80,55,0.01,1,1
P18_43N,1/14/2022,163.4412317,69.30946033,0.1,80,47.75,0.01,1,1
P18_43S,1/14/2022,179.2637979,97.92660616,0.1,80,50,0.01,1,1
P18_44N,1/14/2022,174.3081628,80.70174967,0.1,80,55,0.01,1,1
P18_44S,1/14/2022,192.6167542,110.4013005,0.1,80,52.75,0.01,1,1
P18_45N,1/14/2022,171.3973153,90.34524248,0.2,80,50,0.01,1,1
P18_46N,1/14/2022,158.6077734,88.51547317,0.1,80,50,0.01,1,1
P18_46S,1/14/2022,139.7272965,100.1555776,0.2,80,47.75,0.01,1,1
P18_47N,1/14/2022,114.6186794,59.92115846,0.1,74,47.75,0.01,1,1
P18_47S,1/14/2022,143.6883237,76.68965986,0.1,68,47.75,0.01,1,1
P18_48N,1/14/2022,134.2147781,43.25831417,1.3,65,50,0.01,1,1
P18_48S,1/14/2022,171.8550746,51.03987214,0.2,65,50,0.01,1,1
P18_49S,1/14/2022,128.9846394,29.40932357,2.1,62,47.75,0.01,1,1
P19_37N,1/14/2022,71.11831613,35.76023176,0.3,88,230.25,2,3,1
P19_37S,1/14/2022,75.04906627,45.05322596,1.1,89,77.5,2,3,1
P19_38N,1/14/2022,77.99788244,40.44891663,1.1,90,170,2,3,1
P19_38S,1/14/2022,96.82850092,52.43144886,0.4,88,50,2,3,1
P19_39S,1/14/2022,102.8774864,57.22150713,0.1,83,55.25,2,3,1
P19_40N,1/14/2022,97.33848145,49.57462086,0.1,81.5,55,2,3,1
P19_40S,1/14/2022,104.1920673,63.24298361,1.2,80,50,0.01,1,1
P19_41N,1/14/2022,101.9719254,55.21904332,0.1,80,60,0.01,1,1
P19_41S,1/14/2022,128.5929476,79.2955833,1.3,80,57.5,0.01,1,1
P19_42N,1/14/2022,114.576667,66.45479257,0.1,80,225,0.01,1,1
P19_42S,1/14/2022,139.4289034,93.18493732,0.2,80,50,0.01,1,1
P19_43S,1/14/2022,158.2396631,106.8242643,0.2,80,55,0.01,1,1
P19_44N,1/14/2022,138.0620237,85.59188732,0.2,80,60,0.01,1,1
P19_44S,1/14/2022,154.9200275,115.5741263,0.1,80,52.75,0.01,1,1
P19_45N,1/14/2022,149.290383,96.74082338,0.2,80,50,0.01,1,1
P19_45S,1/14/2022,134.4015148,110.9675321,0.1,80,50,0.01,1,1
P19_46S,1/14/2022,126.0057396,109.8105015,0.1,62,43.25,0.01,1,1
P19_47N,1/14/2022,107.6962076,63.19261631,0.2,62,57.5,0.01,1,1
P19_47S,1/14/2022,113.1158923,67.11026295,0.2,62,43.25,1,2,1
P19_48N,1/14/2022,122.5153231,42.93405584,0.1,74,50,0.01,1,1
P19_48S,1/14/2022,106.5850122,40.69759409,1.2,56,45.5,0.01,1,1
P19_49N,1/14/2022,157.8103554,30.8849257,2.1,68,50,0.01,1,1
P21_36N,1/4/2022,90.92949017,52.03387459,1.1,90,122.75,2,3,1
P21_36S,1/4/2022,96.66135274,65.03834377,0.2,90,45.5,2,3,1
P21_37N,1/4/2022,117.7967153,63.89515464,4.1,90,47.75,2,3,1
P21_37S,1/4/2022,133.1993148,86.23478359,3.1,90,50,0.01,1,1
P21_38N,1/4/2022,134.3365838,76.86102101,3.2,88,152.75,2,3,1
P21_38S,1/4/2022,130.6259867,93.09575988,2.1,90,50,0.01,1,1
P21_39N,1/4/2022,145.1238362,88.2850312,1.1,83.5,47.75,2,3,1
P21_39N,1/11/2022,145.1238362,88.2850312,0.1,83.5,45.5,2,3,1
P21_39S,1/4/2022,149.648493,109.2107278,2.2,82,52.75,0.01,1,1
P21_40N,1/4/2022,166.4167945,103.8356682,3.1,80,55,0.01,1,1
P21_40S,1/4/2022,189.4886105,146.199717,1.2,80,55,0.01,1,1
P21_41N,1/4/2022,176.724928,122.5298907,2.2,80,45.5,0.01,1,1
P21_41S,1/4/2022,180.5216506,146.3779064,1.2,80,55,0.01,1,1
P21_42N,1/4/2022,178.6838608,129.3786983,2.2,80,45.5,0.01,1,1
P21_42S,1/4/2022,174.7720079,159.5032161,1.1,80,300,0.01,1,1
P21_43N,1/4/2022,171.8083544,127.7323549,2.1,80,52.75,2,3,1
P21_43N,1/11/2022,171.8083544,127.7323549,0.2,80,45.5,2,3,1
P21_43S,1/4/2022,165.114193,158.4360542,1.1,80,55,0.01,1,1
P21_44N,1/4/2022,142.1471614,132.1244745,2.2,80,47.75,0.01,1,1
P21_44N,1/11/2022,142.1471614,132.1244745,0.4,80,47.75,0.01,1,1
P21_44S,1/4/2022,150.2011966,157.6299935,1.3,80,57.5,0.01,1,1
P21_45N,1/4/2022,150.590749,142.3827642,2.1,77,52.75,0.01,1,1
P21_45S,1/4/2022,159.4657166,166.7053637,0.1,80,50,0.01,1,1
P21_46N,1/4/2022,144.7881765,139.498914,2.3,65,41,2,3,1
P21_46N,1/11/2022,144.7881765,139.498914,0.2,65,36.5,2,3,1
P21_46S,1/4/2022,143.0190104,162.0798129,1.4,71,52.75,0.01,1,1
P21_47N,1/4/2022,134.302454,78.92577815,2.1,38,36.5,2,6,1
P21_47N,1/11/2022,134.302454,78.92577815,0.1,38,32,2,6,1
P21_47S,1/4/2022,120.5912697,147.7046393,2.2,29,29.75,2,6,1
P21_47S,1/11/2022,120.5912697,147.7046393,2.2,29,5,2,6,1
P21_48N,1/4/2022,90.22685223,41.9260381,3,35,41,2,3,1
P21_48N,1/11/2022,90.22685223,41.9260381,1.1,35,36.5,2,3,1
P21_48S,1/4/2022,102.6822821,130.0117306,3.2,35,41,2,3,1
P21_49N,1/4/2022,71.92221183,32.48178839,0.3,32,47.75,2,3,1
P22_36N,1/11/2022,95.7103572,64.62284929,0.2,90,47.75,0.01,1,1
P22_37N,1/11/2022,117.9342602,78.96570997,0.3,90,50,1,2,1
P22_37S,1/11/2022,139.985428,104.1314061,1.2,90,47.75,1,2,1
P22_38N,1/11/2022,109.037712,81.47921204,1.3,88,47.75,1,2,1
P22_38S,1/11/2022,148.3152168,123.8021385,0.2,83.5,52.5,0.01,1,1
P22_39N,1/11/2022,136.4738874,101.6039616,1.5,80,45.5,0.01,1,1
P22_39S,1/11/2022,152.1827079,131.3273028,1.2,80,45.5,0.01,1,1
P22_40S,1/11/2022,144.798615,137.0940167,0.4,80,50,0.01,1,1
P22_41N,1/11/2022,143.2327495,120.8527658,0.2,80,50,0.01,1,1
P22_41S,1/11/2022,145.0422356,146.6104467,0.3,80,147.5,0.01,1,1
P22_42N,1/11/2022,174.1566431,159.0219129,0.1,80,50,0.01,1,1
P22_43N,1/11/2022,150.0442944,146.0572089,0.1,80,67.5,0.01,1,1
P22_44N,1/11/2022,154.7227518,161.6886276,0.1,80,50,0.01,1,1
P22_44S,1/11/2022,155.6732386,179.0357529,0.3,80,300,0.01,1,1
P22_45N,1/11/2022,163.1680271,170.0462582,1.1,80,60,0.01,1,1
P22_45S,1/11/2022,134.6683106,162.9257093,2.4,80,50,0.01,1,1
P23_35S,1/4/2022,136.5193492,117.5574678,2,90,47.75,0.01,1,1
P23_36N,1/4/2022,132.2709533,98.38994032,0.2,89,50,0.01,1,1
P23_36S,1/4/2022,145.8992252,128.0624081,3.1,89,62.5,0.01,1,1
P23_37N,1/4/2022,145.2097985,107.1665166,0.1,88,45.5,1,2,1
P23_37S,1/4/2022,154.986197,143.843378,2.3,74,47.75,1,2,1
P23_38N,1/4/2022,170.1599983,138.6773944,0.3,76.5,50,0.01,1,1
P23_38S,1/4/2022,154.2035786,150.3916422,2.1,77,50,0.01,1,1
P23_39N,1/4/2022,163.6265756,139.4878703,0.1,80,50,0.01,1,1
P23_39S,1/4/2022,131.9144246,164.7715859,1.3,80,50,0.01,1,1
P23_40N,1/4/2022,169.2013542,156.3547502,2,80,57.5,0.01,1,1
P23_40S,1/4/2022,140.53764,181.747917,0.3,80,50,0.01,1,1
P23_41N,1/4/2022,179.3960535,175.9338841,1.3,80,80,0.01,1,1
P23_41S,1/4/2022,120.405359,165.7162325,0.2,80,50,0.01,1,1
P23_42N,1/4/2022,135.4834301,151.0319277,0.1,80,47.75,0.01,1,1
P23_42S,1/4/2022,102.3862948,148.595415,0.2,80,50,0.01,1,1
P23_43N,1/4/2022,111.5328439,129.8249577,1.2,80,50,0.01,1,1
P23_43S,1/4/2022,99.15945952,147.3460977,1.3,80,50,0.01,1,1
P23_44N,1/4/2022,119.7792815,143.0136031,0.1,80,52.5,0.01,1,1
P23_44S,1/4/2022,93.94234658,143.4777194,2,80,80,0.01,1,1
P23_45N,1/4/2022,105.5283084,132.6062308,3.1,74,122.75,0.01,1,1
P23_46N,1/4/2022,100.8122824,135.8603123,4.2,62,50.5,2,3,1
P23_47N,1/4/2022,99.4464001,127.4620357,2.1,38,32,2,6,1
P23_47N,12/21/2021,99.4464001,127.4620357,0.1,38,39.25,2,6,1
P24_37N,1/11/2022,133.9322421,127.4012418,0.1,74,38.75,2,3,1
P24_41N,1/11/2022,112.3953341,156.2090957,0.2,80,62.5,0.01,1,1
P24_44S,1/11/2022,103.2536283,153.9632306,2.3,80,43.25,0.01,1,1
P24_45N,1/11/2022,90.63124293,142.3534637,2.2,65,45.5,0.01,1,1
P24_45S,1/11/2022,91.37691582,142.5755674,2,44,34.25,2,6,1
P24_46N,1/11/2022,88.73265492,141.9618179,1.3,38,36.5,1,2,1
P26_16S,12/21/2021,28.88229676,40.03276546,0.2,74,105,2,3,1
P26_17S,12/21/2021,33.08897984,44.11741715,0.4,68,72.5,2,3,1
P26_18S,12/21/2021,37.55152527,45.38215782,0.2,56,57.75,2,3,1
P26_19S,12/21/2021,42.54685385,51.01915465,0.1,32,52.75,1,2,1
P26_20S,12/21/2021,55.44913925,61.48891418,1,17,45.75,2,3,1
P26_21S,12/21/2021,54.60791329,63.37241691,0.3,13,36.5,2,6,1
P26_22S,12/21/2021,52.25615604,66.85101284,0.3,12,34.25,2,6,1
P26_24S,12/21/2021,47.15215913,64.28921179,1.1,55.5,46,3,3,1
P26_25S,12/21/2021,36.71147038,55.58463702,1.1,66,34.25,2,6,1
P26_32S,1/11/2022,106.1076609,92.66074857,0.2,90,60.25,3,3,1
P26_33N,1/11/2022,102.9082097,98.27255889,2.1,90,52.75,3,3,1
P26_33S,1/11/2022,141.3630816,122.6021425,0.2,86,45.5,1,2,1
P26_34N,1/11/2022,136.7679727,129.2901744,2.1,86,45.5,0.01,1,1
P26_34S,1/11/2022,180.0851328,155.2977433,0.2,74,47.75,0.01,1,1
P26_35N,1/11/2022,159.0361097,156.4726021,2.1,74,50,0.01,1,1
P26_35S,1/11/2022,168.9736753,157.3820013,0.2,72,110,0.01,1,1
P26_36N,1/11/2022,155.4560651,160.4961961,2.2,71.5,50,0.01,1,1
P26_37N,1/11/2022,141.222785,157.1363066,3.1,80,52.75,0.01,1,1
P26_37S,1/11/2022,157.6660988,171.0877504,1.1,80,47.75,0.01,1,1
P26_38N,1/11/2022,145.6645979,168.1243159,3,80,65,0.01,1,1
P26_38S,1/11/2022,145.2974755,166.7202285,1.2,80,110,0.01,1,1
P26_39N,1/11/2022,129.9149779,162.0011577,3,80,132.5,0.01,1,1
P26_39S,1/11/2022,127.6522121,157.6011958,0.4,80,50,0.01,1,1
P26_40N,1/11/2022,123.1988608,160.8185956,2.2,80,52.75,0.01,1,1
P26_40S,1/11/2022,130.8633494,168.3141198,0.1,80,57.5,0.01,1,1
P26_41N,1/11/2022,119.2460995,162.2109072,2.2,80,55,0.01,1,1
P26_41S,1/11/2022,121.8368082,164.2242623,1.2,80,50,0.01,1,1
P26_42N,1/11/2022,115.9532833,163.4689143,2.1,80,55,0.01,1,1
P26_42S,1/11/2022,107.6310703,152.4763517,2.2,80,47.75,0.01,1,1
P26_43N,1/11/2022,107.5220805,156.5691267,2.2,68,43.25,2,3,1
P26_43S,1/11/2022,106.6376566,154.8341134,2,68,43.25,0.01,1,1
P26_44N,1/11/2022,106.2123135,157.0892491,1.3,65,38.75,2,3,1
P27_18N,1/7/2022,62.05574931,60.11386394,5,47,47.75,2,3,1
P27_19N,1/7/2022,79.7145824,75.66489846,5,38,50,0.01,1,1
P27_20S,1/7/2022,101.1044188,112.5968913,4.1,18,43.25,0.01,1,1
P27_21S,1/7/2022,107.1341462,129.1754408,2.1,17,53.5,0.01,1,1
P27_22S,1/7/2022,91.38424446,119.6303213,2.1,55.5,43.25,0.01,1,1
P27_23S,1/7/2022,80.93966603,112.1292413,3.1,55.5,36.5,0.01,4,1
P27_24S,1/7/2022,59.9825383,92.14349642,4,66,60.75,0.01,1,1
P27_25S,1/7/2022,43.72149153,74.90798253,4,77,55,2,3,1
P27_31S,1/7/2022,112.5564635,88.73246709,1.1,88,55,3,3,1
P27_32N,1/7/2022,96.34171577,86.23150134,0.1,88,45.5,2,3,1
P27_32S,1/7/2022,143.375082,113.2693878,5,74,300,1,2,1
P27_33N,1/7/2022,140.017311,121.6520925,1.2,73,50,1,2,1
P27_33S,1/7/2022,165.7761409,132.9292606,3.1,78,52.75,0.01,1,1
P27_34N,1/7/2022,151.4655527,134.2419094,1.2,78.5,55,0.01,1,1
P27_34S,1/7/2022,164.8548174,141.1487467,2.1,78.5,57.75,0.01,1,1
P27_35N,1/7/2022,149.3868957,141.7825304,4,80,55,0.01,1,1
P27_35S,1/7/2022,168.0817762,154.8707912,3.1,80,55.25,0.01,1,1
P27_36N,1/7/2022,157.3309701,156.7251618,2.2,80,52.5,0.01,1,1
P27_37N,1/7/2022,161.4077835,174.6067158,2.1,80,60.25,0.01,1,1
P27_37S,1/7/2022,148.9722478,157.5909532,4.2,80,55.25,0.01,1,1
P27_38N,1/7/2022,132.0786314,153.6272781,2.2,80,57.5,0.01,1,1
P27_38S,1/7/2022,145.8585985,166.0605191,4.1,80,50.25,0.01,1,1
P27_39N,1/7/2022,126.7742594,156.6741195,2,80,47.75,0.01,1,1
P27_39S,1/7/2022,137.9583226,164.3780552,4,80,57.5,0.01,1,1
P27_40N,1/7/2022,127.5206509,164.5973574,2.1,77,47.75,0.01,1,1
P27_40S,1/7/2022,125.154547,160.6255336,5,77,47.75,0.01,1,1
P27_41N,1/7/2022,114.1586933,155.3121647,2.1,71,50.5,0.01,1,1
P27_42N,1/7/2022,105.796984,150.2667144,3.2,68,45.5,0.01,1,1
P27_43N,1/7/2022,88.90270241,132.876551,2,59,55.5,0.01,1,1
P28_31S,1/7/2022,118.467289,84.8608327,5,76,50,2,3,1
P28_32N,1/7/2022,125.0077677,101.6804871,1.2,76,57.75,0.01,1,1
P28_32S,1/7/2022,139.6758104,104.9492174,3.1,76,52.75,0.01,1,1
P28_33N,1/7/2022,129.266452,108.6763959,1.2,74,47.75,0.01,1,1
P28_33S,1/7/2022,172.8856635,133.124057,1.1,76,55,0.01,1,1
P28_34N,1/7/2022,134.6281498,119.4503174,3.3,77.5,52.5,0.01,1,1
P28_35N,1/7/2022,131.899989,126.4422441,2.3,78,57.5,0.01,1,1
P28_35S,1/7/2022,155.9605296,138.6629319,1.1,80,50,0.01,1,1
P28_36N,1/7/2022,146.4959308,146.8048799,3.1,80,55,0.01,1,1
P28_36S,1/7/2022,139.9526841,138.4341131,1.4,80,57.5,0.01,1,1
P28_37N,1/7/2022,126.5521706,137.3061214,4,80,55,0.01,1,1
P28_37S,1/7/2022,125.1898601,135.9245192,2.2,80,47.75,0.01,1,1
P28_38N,1/7/2022,111.1693094,131.9906816,4.1,80,52.75,0.01,1,1
P28_38S,1/7/2022,116.416435,134.7880617,2.3,80,52.5,0.01,1,1
P28_39N,1/7/2022,111.7177735,137.4502537,4.1,80,47.75,0.01,1,1
P28_39S,1/7/2022,105.7163439,131.2916437,3.2,80,45.5,0.01,1,1
P28_40N,1/7/2022,110.7925432,144.8102319,5,80,47.75,0.01,1,1
P29_30N,1/11/2022,101.6863469,69.29172564,2.1,90,300,3,3,1
P29_30S,1/11/2022,118.8187514,75.00191853,3.1,90,60.5,0.01,1,1
P29_31N,1/11/2022,121.4457274,86.4209671,1,86.5,300,2,3,1
P29_31S,1/11/2022,188.1244883,112.6135859,0.3,87.5,47.75,2,3,1
P29_32N,1/11/2022,160.0814732,116.9496906,0.2,83,52.75,0.01,1,1
P29_32S,1/11/2022,190.5354526,126.6937257,0.1,80,47.75,0.01,1,1
P29_33N,1/11/2022,170.8808231,131.844778,1.3,80,50,0.01,1,1
P29_33S,1/11/2022,204.2469425,143.8957972,1.1,80,72.5,0.01,1,1
P29_34N,1/11/2022,164.8413012,138.7841682,2.1,80,70,0.01,1,1
P29_34S,1/11/2022,206.9465693,161.2636479,1.3,80,47.75,0.01,1,1
P29_35N,1/11/2022,175.5088313,153.1845274,2.2,80,52.5,0.01,1,1
P29_35S,1/11/2022,194.0682739,161.4267341,2.1,80,50,0.01,1,1
P29_36N,1/11/2022,127.9531846,128.520241,0.1,80,55,0.01,1,1
P29_37N,1/11/2022,122.3482138,133.3568888,0.1,80,55,0.01,1,1
P29_38N,1/11/2022,108.5519026,127.2231305,0.2,80,47.75,0.01,1,1
P29_39N,1/11/2022,93.88491132,119.1503403,1.2,80,47.75,0.01,1,1
P29_39S,1/11/2022,105.8129216,130.1310732,1.2,77,45.5,1,2,1
P29_40S,1/11/2022,84.01199351,113.5194886,3.1,62,55.75,2,3,1
P31_14S,12/17/2021,63.16545091,54.31406695,0.1,53,50.25,1,2,1
P31_15N,12/17/2021,81.07523204,66.81880728,0.2,72.5,55.25,0.01,1,1
P31_15S,12/17/2021,62.73506886,56.26524185,0.2,54.5,52.75,0.01,1,1
P31_16S,12/17/2021,88.37095607,73.93544876,1.4,54.5,60.25,0.01,1,1
P31_17N,12/17/2021,109.5311512,94.2625752,0.1,60.5,45.5,0.01,1,1
P31_17S,12/17/2021,84.88375297,76.06098824,1.2,56,50,0.01,1,1
P31_18N,12/17/2021,106.2972795,100.2516993,0.2,59,43.25,0.01,1,1
P31_18S,12/17/2021,83.18493716,82.91755853,0.2,69.5,45.5,0.01,1,1
P31_19S,12/17/2021,78.25581363,86.15648283,0.5,88,300,0.01,1,1
P31_20N,12/17/2021,109.9871987,118.783463,0.3,87,90.25,0.01,1,1
P31_20S,12/17/2021,101.4818796,108.9453243,0.1,88,57.5,0.01,1,1
P31_21N,12/17/2021,104.1668212,123.1291079,0.2,80,300,0.01,1,1
P31_22N,12/17/2021,94.96096186,118.3327441,0.5,80,45.5,3,3,1
P32_16N,12/17/2021,68.39421696,62.37747827,0.4,50,65,0.01,1,1
P32_16S,12/17/2021,66.35064295,60.48422499,1,50,55.25,0.01,1,1
P32_17N,12/17/2021,68.95134916,66.06530156,3,50,55,0.01,1,1
P32_18N,12/17/2021,69.0701755,72.7179629,1.1,78,110.25,0.01,1,1
P32_18S,12/17/2021,59.47815253,65.57416242,2,62,65,0.01,1,1
P32_19N,12/17/2021,66.31675267,76.49152872,1.2,84,46,0.01,1,1
P32_20N,12/17/2021,69.61344401,81.89509272,2.2,81,300,0.01,1,1
P32_21N,12/17/2021,60.26398468,80.34429526,1.3,82,60,3,3,1
P14_44S,1/28/2022,170.9258484,38.47474124,1.2,80,77.5,2,3,1
P14_45S,1/28/2022,94.0794113,38.93443754,2.2,80,92.75,2,3,1
P14_46N,1/28/2022,154.1297517,33.08185524,4,80,50,2,3,1
P14_46S,1/28/2022,81.69355316,39.24250332,3.2,80,115.25,0.01,1,1
P14_47N,1/28/2022,103.0219915,37.0333849,2,80,67.5,2,3,1
P14_47S,1/28/2022,88.40284083,41.22379697,4.1,80,65,0.01,1,1
P14_48N,1/28/2022,90.11335119,35.57259655,3.1,80,50,1,2,1
P14_48S,1/28/2022,163.8509968,43.67803449,4,80,47.75,0.01,1,1
P14_49N,1/28/2022,106.0343968,31.39027534,2.1,74,47.75,2,3,1
P14_49S,1/28/2022,128.6363751,35.36389889,3.1,74,48,1,2,1
P15_42S,1/28/2022,205.4405207,42.37230233,0.1,80,55,0.01,1,1
P15_43N,1/28/2022,244.2963761,36.18467334,0.1,80,65,2,3,1
P15_43S,1/28/2022,135.7876576,51.58058972,0.1,80,65,2,3,1
P15_44N,1/28/2022,181.120302,39.40923281,1.3,80,47.75,3,3,1
P15_44S,1/28/2022,109.6598782,49.17712821,1.1,80,50,2,3,1
P15_45N,1/28/2022,136.8224765,46.26182015,2.2,80,57.5,3,3,1
P15_45S,1/28/2022,137.6557972,60.66188268,3.1,80,55,1,2,1
P15_46N,1/28/2022,103.7662565,43.68332102,2.2,80,60,0.01,1,1
P15_46S,1/28/2022,113.0283714,56.04226196,1.1,80,67.5,0.01,1,1
P15_47S,1/28/2022,126.262268,58.28022327,1.6,80,52.75,1,2,1
P15_48N,1/28/2022,119.6212798,38.04401101,1.1,80,97.5,0.01,1,1
P15_49N,1/28/2022,125.9296199,35.09966803,4.1,80,55,0.01,1,1
P15_49S,1/28/2022,103.7447273,36.39215752,3.1,65,55.25,1,2,1
P16_39S,1/28/2022,317.4616917,32.2548031,1,80,43.5,2,3,1
P16_41N,1/28/2022,197.5454324,34.56519515,1.4,80,55,0.01,1,1
P16_41S,1/28/2022,119.336049,42.98001341,1.1,80,70.5,0.01,1,1
P16_42N,1/28/2022,204.1150098,42.24606321,0.3,80,60,0.01,1,1
P16_42S,1/28/2022,97.31039025,46.67075321,2.1,80,300,2,3,1
P16_43N,1/28/2022,136.4323372,51.7172004,1.2,80,57.5,3,3,1
P16_44N,1/28/2022,157.6723666,60.72298851,1.2,80,72.75,2,3,1
P16_44S,1/28/2022,127.3219314,62.06413396,1.4,80,50.5,1,2,1
P16_45N,1/28/2022,124.5880505,57.06825236,1.2,80,62.75,0.01,1,1
P16_45S,1/28/2022,127.0278042,62.72956264,0.3,80,65,0.01,1,1
P16_46N,1/28/2022,106.4776401,54.11603502,2.1,80,67.5,0.01,1,1
P16_46S,1/28/2022,80.13168127,48.5631503,0.3,71,41,0.01,1,1
P16_47N,1/28/2022,106.9998016,52.86838748,2.3,74,50,0.01,1,1
P16_47S,1/28/2022,98.17144529,54.71225818,0.1,80,50,0.01,1,1
P16_48N,1/28/2022,88.23608333,34.67639253,1.1,71,52.75,0.01,1,1
P16_48S,1/28/2022,76.17157989,36.49928675,0.1,74,62.5,0.01,1,1
P16_49N,1/28/2022,65.12846984,31.33526666,2.1,71,62.5,2,3,1
P16_49S,1/28/2022,214.5547376,30.98005228,2.2,77,47.75,0.01,1,1
P17_37S,2/4/2022,366.4887398,30.6598686,1.3,80,57.5,1,2,1
P17_39N,2/4/2022,371.6844079,33.86857441,3.3,80,57.5,0.01,1,1
P17_39S,2/4/2022,156.2245687,54.42341545,3.1,80,55.25,0.01,1,1
P17_40N,2/4/2022,150.7076851,40.38910172,3,80,105,0.01,1,1
P17_40S,2/4/2022,169.4210904,61.53135913,1.5,80,67.5,0.01,1,1
P17_41N,2/4/2022,152.532673,48.59182367,4.2,80,58.25,0.01,1,1
P17_41S,2/4/2022,173.0182269,70.38655086,5,80,102.5,1,2,1
P17_42N,2/4/2022,152.1244469,60.11324807,3,80,300,2,3,1
P17_42S,2/4/2022,168.0221959,76.2135936,3.2,80,137.5,0.01,1,1
P17_43N,2/4/2022,166.6893027,68.84453635,3.2,80,55,2,3,1
P17_43S,2/4/2022,158.9160372,73.6975075,2.1,80,117.5,0.01,1,1
P17_44N,2/4/2022,166.866825,74.25714283,3.1,80,50,0.01,1,1
P17_44S,2/4/2022,166.3964634,84.01666607,1.3,80,50,0.01,1,1
