DRAWPOINT ID,OBS. DATE,Extraction Rate,HOD,Specific UI,%MATERIAL TYPE,%FRAGMENTATION,Water,CLASSDP_ACTUAL,CLASSDP_ACTUAL_Ajd_Smote
P26_35S,6/10/2022,178.0705797,196.4253537,1.276,71.5,300,0.01,1,1
P26_36N,6/10/2022,171.5658426,205.4016138,1.2245,71.5,47.75,0.01,1,1
P26_36S,6/10/2022,189.2279504,217.6662731,1.19368,74.5,47.75,0.01,1,1
P26_37N,6/10/2022,156.9953093,200.1738582,2.17264,77,50,0.01,1,1
P26_37S,6/10/2022,173.1291327,216.5462822,1.23836,77.5,57.5,0.01,1,1
P26_38N,6/10/2022,158.3699272,209.0797386,1.11771,80,60,0.01,1,1
P26_38S,6/10/2022,158.693178,208.3264204,1.24035,80,50,0.01,1,1
P26_39N,6/10/2022,141.6910124,199.920304,0.11379,80,50.5,0.01,1,1
P26_39S,6/10/2022,135.1385885,189.6383436,0.13739,80,67.75,0.01,1,1
P26_40N,6/10/2022,131.5241271,193.6313273,2.39116,80,57.75,0.01,1,1
P26_40S,6/10/2022,140.2521348,203.7985791,2.03862,80,57.5,0.01,1,1
P27_16N,6/3/2022,42.44262538,55.69957313,4.03476,71,60,2,3,1
P27_16S,6/3/2022,42.48677993,57.6558139,1.13605,71,62.5,2,3,1
P27_17N,6/3/2022,56.97115605,69.6720966,4.07628,65,55.25,2,3,1
P27_17N,5/20/2022,56.97115605,69.6720966,5.03405,65,43.25,0.01,1,1
P27_17S,6/3/2022,65.24203468,77.48557705,0.20369,47,47.75,0.01,1,1
P27_18N,6/3/2022,74.75603514,81.09844682,3.16244,38,43.25,0.01,1,1
P27_18N,5/20/2022,74.75603514,81.09844682,3.13477,38,43.25,0.01,1,1
P27_18S,6/3/2022,92.60466675,111.2219465,1.05778,44,47.75,0.01,1,1
P27_18S,5/20/2022,92.60466675,111.2219465,1.1081,44,43.25,0.01,1,1
P27_19N,6/3/2022,91.25880803,99.61603522,2.22347,32,27.5,0.01,4,1
P27_19N,5/20/2022,91.25880803,99.61603522,3.32538,32,32,0.01,4,1
P27_19S,6/3/2022,97.70097545,122.8337276,0.25971,38,46.25,0.01,1,1
P27_19S,5/20/2022,97.70097545,122.8337276,1.08828,38,41,0.01,1,1
P27_20N,6/3/2022,96.13860544,107.0422689,3.08249,27,34.25,0.01,4,1
P27_20N,5/20/2022,96.13860544,107.0422689,2.01869,27,98,0.01,1,1
P27_20S,6/3/2022,114.8146059,145.2754514,1.2311,39,38.75,0.01,1,1
P27_20S,5/20/2022,114.8146059,145.2754514,3.14346,39,38.75,0.01,1,1
P27_21N,6/3/2022,106.8337238,121.2461839,3.0077,41.5,130.25,2,3,1
P27_21N,5/20/2022,106.8337238,121.2461839,3.05558,41.5,70.5,0.01,1,1
P27_21S,6/3/2022,109.9135419,151.5624018,2.09049,41.5,34.5,2,6,1
P27_21S,5/20/2022,109.9135419,151.5624018,1.01748,41.5,48.5,0.01,1,1
P27_22N,6/3/2022,95.21434973,120.0611957,3.30109,52,39.25,2,6,1
P27_22N,5/20/2022,95.21434973,120.0611957,3.25707,52,300,1,2,1
P27_22S,6/3/2022,98.3121406,144.5263316,3.02924,38,38.75,1,2,1
P27_23N,6/3/2022,87.47558861,112.5731544,2.30109,38,43.25,1,2,1
P27_23N,5/20/2022,87.47558861,112.5731544,4.3031,38,38.75,1,2,1
P27_23S,6/3/2022,87.43017371,134.9045112,1.01288,59,118.25,1,2,1
P27_23S,5/20/2022,87.43017371,134.9045112,2.03662,59,48.25,0.01,1,1
P27_24N,6/3/2022,78.0963171,105.4584741,3.15054,52,65.5,0.01,1,1
P27_24N,5/20/2022,78.0963171,105.4584741,3.00648,52,63,1,2,1
P27_25N,6/3/2022,55.29772863,82.05410485,4.0151,71.5,60.25,0.01,1,1
P27_25N,5/20/2022,55.29772863,82.05410485,3.30945,71.5,50,0.01,1,1
P27_25S,5/20/2022,46.475618,86.48920075,2.04673,74.5,45.5,0.01,1,1
P27_26N,6/3/2022,40.62070027,66.66722315,2.0139,76,53,2,3,1
P27_26N,5/20/2022,40.62070027,66.66722315,1.22802,76,43.25,0.01,1,1
P27_32N,5/31/2022,93.29885534,100.8887948,1.11783,87,43.25,1,2,1
P27_32S,5/31/2022,154.4252348,147.8174428,1.16208,73,46,1,2,1
P27_33N,5/31/2022,134.092451,141.414504,0.06251,76,43.25,1,2,1
P27_33S,5/31/2022,178.1542695,172.9651371,0.03326,73,120,0.01,1,1
P27_34S,5/31/2022,178.3277445,182.6646237,0.21068,73,77.5,0.01,1,1
P27_35N,5/31/2022,160.9629428,179.7454077,0.1963,74,65,0.01,1,1
P27_35S,5/31/2022,179.6619219,196.0519632,0.11115,74,53,0.01,1,1
P27_36N,5/31/2022,172.6325339,200.5769454,0.42767,76,60.25,0.01,1,1
P27_37S,5/31/2022,158.5622104,194.5822664,0.23986,80,122.75,0.01,1,1
P27_38N,5/31/2022,137.6030101,183.6710098,1.60265,80,55.25,0.01,1,1
P27_38S,5/31/2022,153.2851687,200.7268236,2.19466,80,77.5,0.01,1,1
P27_39N,5/31/2022,136.3742423,191.1637876,0.20912,80,50,0.01,1,1
P27_40N,5/31/2022,134.6293466,196.5425047,2.21275,80,55,0.01,1,1
P27_40S,5/31/2022,125.9170481,183.9503797,3.16872,74,60.5,0.01,1,1
P28_14S,5/31/2022,43.22861946,55.17654041,1.17381,77,300,2,3,1
P28_15N,5/31/2022,50.84842667,62.09300145,2.08324,74,55.25,2,3,1
P28_15S,5/31/2022,48.98967534,60.07368434,1.16215,78.5,52.75,2,3,1
P28_16N,5/31/2022,63.67942121,75.03882562,1.36322,74,55,2,3,1
P28_17N,5/31/2022,77.40660317,87.68064397,2.11351,68,55,0.01,1,1
P28_17S,5/31/2022,75.52005048,87.44810548,0.23836,62,50.25,0.01,1,1
P28_18N,5/31/2022,104.0418152,122.1417001,2.10317,59,47.75,0.01,1,1
P28_18S,5/31/2022,108.7545146,126.3822667,0.12248,56,45.5,0.01,1,1
P28_19N,5/31/2022,123.3332788,149.0763239,1.43216,32,43.75,0.01,1,1
P28_19S,5/31/2022,132.4796548,156.2324765,0.39254,29,41,0.01,1,1
P28_20N,5/31/2022,144.1054578,176.5190268,1.18818,27.5,48.75,0.01,1,1
P28_20S,5/31/2022,132.0243411,162.8466431,0.34137,38,32,0.01,1,1
P28_21N,5/31/2022,136.8730096,183.1434926,2.26099,52,53.75,1,2,1
P28_22N,5/31/2022,109.9169067,158.8941373,1.17544,66,170.5,0.01,1,1
P28_22S,5/31/2022,106.469498,150.4431866,2.11289,62,300,0.01,1,1
P28_23N,5/31/2022,104.0585904,156.2245169,1.57843,59,195.5,0.01,1,1
P28_23S,5/31/2022,83.04599406,129.8765522,2.06974,68,55.5,0.01,1,1
P28_24N,5/31/2022,80.09638018,129.6970649,3.01373,68,41.25,0.01,1,1
P28_24S,5/31/2022,73.14109326,119.8926325,2.02843,84,195,2,3,1
P28_25N,5/31/2022,72.83803391,122.6119873,2.26345,78,300,2,3,1
P28_30S,5/31/2022,116.5114017,96.87450099,1.07416,83,45.5,1,2,1
P28_31N,5/31/2022,83.86383095,86.9024664,1.16236,75,52.75,1,2,1
P28_31S,5/31/2022,131.3773905,115.0835151,2.10296,79,45.5,0.01,1,1
P28_32N,5/31/2022,136.6042104,133.3908993,0.44804,73,55.25,0.01,1,1
P28_32S,5/31/2022,159.854023,145.3612895,2.26034,77,55.25,0.01,1,1
P28_33N,5/31/2022,152.5144926,151.3544679,0.01489,73,95,0.01,1,1
P28_33S,5/31/2022,188.9681634,177.1305386,2.11308,76,105,0.01,1,1
P28_34N,5/31/2022,149.0696701,156.4368499,0.38183,74,62.75,0.01,1,1
P28_34S,5/31/2022,181.7087086,183.0995778,2.19022,77.5,52.75,0.01,1,1
P28_35N,5/31/2022,153.3662152,170.6953889,0.46878,77.5,300,0.01,1,1
P28_35S,5/31/2022,176.8316762,185.7442972,2.1078,80,50,0.01,1,1
P28_36N,5/31/2022,161.106606,187.9408096,0.14136,80,300,0.01,1,1
P28_36S,5/31/2022,159.2729173,182.8378983,2.2491,80,52.75,0.01,1,1
P28_37N,5/31/2022,144.0140697,178.8217806,0.09054,80,300,0.01,1,1
P28_37S,5/31/2022,139.0006012,173.2250462,2.10725,80,50.5,0.01,1,1
P28_38N,5/31/2022,122.7891916,165.3297073,1.22658,80,60.5,0.01,1,1
P28_38S,5/31/2022,128.6770274,169.5596245,2.23883,80,47.75,0.01,1,1
P28_39N,5/31/2022,116.7684277,163.4846918,3.07402,74,45.5,0.01,1,1
P28_39S,5/31/2022,111.2507256,156.8371746,4.05798,77,52.75,0.01,1,1
P28_41S,5/31/2022,77.03058397,124.4135468,5,62,48.25,0.01,1,1
P29_13S,5/31/2022,67.12798419,69.5563846,0.20684,77,62.5,2,3,1
P29_14N,5/31/2022,72.64408713,77.20312276,1.05794,75.5,53,2,3,1
P29_14S,5/31/2022,68.439481,71.93630875,0.24821,75.5,60,2,3,1
P29_15N,5/31/2022,69.16123787,75.41848013,0.12713,75.5,110,0.01,1,1
P29_15S,5/31/2022,82.78651151,82.92531467,0.20404,78.5,52.5,2,3,1
P29_16N,5/31/2022,91.46733611,92.82260646,0.09718,80,50,0.01,1,1
P29_16S,5/31/2022,102.2996448,106.1076778,0.22567,74,52.5,0.01,1,1
P29_17S,5/31/2022,108.4443845,115.2424662,0.19458,68,65,0.01,1,1
P29_18N,5/31/2022,120.8870016,137.9370162,0.11489,62,60.5,0.01,1,1
P29_18S,5/31/2022,127.1825707,143.1757572,0.03502,44,60.25,0.01,1,1
P29_19N,5/31/2022,154.9301732,178.8433558,0.0142,44,65.75,0.01,1,1
P29_19S,5/31/2022,148.9448196,165.5453239,0.347,44,38.75,0.01,1,1
P29_20N,5/31/2022,162.2079707,194.8628502,0.13906,59,65.75,0.01,1,1
P29_20S,5/31/2022,152.2654666,183.5916205,0.17435,44,45.5,0.01,1,1
P29_21N,5/31/2022,150.0573699,196.2657125,1.19174,41.5,41.25,0.01,1,1
P29_21S,5/31/2022,126.8684343,168.7052379,2.14125,44,45.5,0.01,1,1
P29_22N,5/31/2022,124.2112659,171.712187,2.12325,68,122.75,0.01,1,1
P29_22S,5/31/2022,113.7171153,158.9963218,0.34863,65,65.25,0.01,1,1
P29_23N,5/31/2022,110.3663392,165.1002829,6,77,55.25,0.01,1,1
P29_23S,5/31/2022,98.51789601,147.361307,0.22083,81.5,205,2,3,1
P29_24N,5/31/2022,108.9105586,167.3723394,1.13346,86,197.75,2,3,1
P29_30N,6/3/2022,109.7094063,92.5503753,0.25451,86,52.75,0.01,1,1
P29_30S,6/3/2022,128.5701361,102.2445154,0.17384,86.5,62.75,0.01,1,1
P29_31S,6/3/2022,191.7104383,148.5594569,0.37503,83,300,1,2,1
P29_32N,6/3/2022,170.5342369,153.5494534,0.27515,80,45.5,0.01,1,1
P29_32S,6/3/2022,205.5716505,171.6012569,0.0248,80,57.5,0.01,1,1
P29_33N,6/3/2022,187.3310447,175.7935583,0.02083,80,60,0.01,1,1
P29_33S,6/3/2022,221.0715565,193.3474535,0.05311,80,60.25,0.01,1,1
P29_34N,6/3/2022,183.9235006,185.0533408,0.1332,80,47.75,0.01,1,1
P29_34S,6/3/2022,216.8689734,206.6288112,0.09488,80,65.25,0.01,1,1
P29_35N,6/3/2022,189.2674322,197.2029581,0.07952,80,57.5,0.01,1,1
P29_36N,6/3/2022,146.624167,170.1289158,0.12206,80,57.5,0.01,1,1
P29_36S,6/3/2022,174.0786225,192.9476684,0.07687,80,60,0.01,1,1
P29_37N,6/3/2022,136.4341089,170.4477349,0.12157,80,52.5,0.01,1,1
P29_37S,6/3/2022,150.1209762,180.2548481,0.11382,80,50,0.01,1,1
P29_38N,6/3/2022,115.2680011,154.2669492,0.19262,71,43.25,0.01,1,1
P29_38S,6/3/2022,130.6941453,171.2377463,1.04905,80,50,0.01,1,1
P29_39N,6/3/2022,101.6563125,145.2781911,1.26341,71,48,0.01,1,1
P29_39S,6/3/2022,109.8809348,153.8787964,1.22708,62,300,2,3,1
P29_40N,6/3/2022,76.56564385,120.3365848,2.18223,71,55,0.01,1,1
P29_41N,6/3/2022,69.54943442,114.5455543,1.13904,56,53.25,1,2,1
P31_27S,5/17/2022,125.7356349,88.0693204,2.08343,90,50,0.01,1,1
P31_28N,5/17/2022,82.03512742,68.12118028,1.13542,88,110.5,0.01,1,1
P31_28S,5/17/2022,145.0493239,99.13011126,4.05407,85.5,62.5,0.01,1,1
P31_29S,5/17/2022,200.3019283,132.7341443,4.08843,81,50,0.01,1,1
P31_30N,5/17/2022,185.7398948,130.9336915,1.09027,80,60.5,0.01,1,1
P31_30S,5/17/2022,216.9251084,143.1483248,0.22529,80,50.5,0.01,1,1
P31_31N,5/17/2022,211.992232,155.3016834,0.22785,80,45.75,0.01,1,1
P31_31S,5/17/2022,223.5199444,158.5150762,3.07264,80,52.75,0.01,1,1
P31_32N,5/17/2022,226.2975474,174.4797756,0.02463,80,50,0.01,1,1
P31_32S,5/17/2022,232.7811327,176.6083583,3.09475,80,50.5,0.01,1,1
P31_33S,5/17/2022,223.9495254,179.3045997,0.07875,80,50,0.01,1,1
P31_34N,5/17/2022,207.7117269,191.2014027,5.03911,80,68,0.01,1,1
P31_34S,5/17/2022,193.3013361,175.3765216,0.1213,80,47.75,0.01,1,1
P31_35N,5/17/2022,173.0137167,174.1935406,4.10202,80,47.75,0.01,1,1
P31_35S,5/17/2022,169.0077091,162.6402978,0.13164,80,53,0.01,1,1
P31_36N,5/17/2022,146.637234,163.8575921,4.10594,80,43.25,0.01,1,1
P31_36S,5/17/2022,131.8917201,145.9054772,2.11848,80,47.75,0.01,1,1
P31_37N,5/17/2022,125.7669844,151.4182523,4.07455,65,60.5,2,3,1
P31_37S,5/17/2022,106.639036,127.5413059,3.09225,80,47.75,0.01,1,1
P31_38N,5/17/2022,111.7458025,148.3875355,4.01766,68,45.5,2,3,1
P31_38S,5/17/2022,95.58342821,124.6484054,1.20857,65,47.75,2,3,1
P31_39N,5/17/2022,86.43375627,124.2633048,2,56,45.5,3,3,1
P32_26S,6/14/2022,63.10691886,53.75897962,0.22659,90,75.5,0.01,1,1
P32_26S,5/17/2022,63.10691886,53.75897962,2.05392,90,55,0.01,1,1
P32_27N,6/14/2022,100.6568363,75.0522297,0.15268,87,60,0.01,1,1
P32_27N,5/17/2022,100.6568363,75.0522297,0.05312,87,65,0.01,1,1
P32_27S,6/14/2022,113.8562949,80.41240195,1.06074,87,300,0.01,1,1
P32_27S,5/17/2022,113.8562949,80.41240195,4.11709,87,45.5,0.01,1,1
P32_28N,6/14/2022,120.1061509,86.00525118,2.19481,82.5,140,0.01,1,1
P32_28N,5/17/2022,120.1061509,86.00525118,0.30118,82.5,60,0.01,1,1
P32_28S,6/14/2022,161.2254513,106.106355,2.12043,82.5,55,0.01,1,1
P32_28S,5/17/2022,161.2254513,106.106355,3.05759,82.5,47.75,0.01,1,1
P32_29N,5/17/2022,147.8054206,103.923561,2.21133,82,50,0.01,1,1
P32_29S,6/14/2022,189.3561331,124.472748,2.30079,80,55,0.01,1,1
P32_29S,5/17/2022,189.3561331,124.472748,2.25975,80,60.25,0.01,1,1
P32_30N,6/14/2022,192.2769389,129.4744593,1.05943,80,250,0.01,1,1
P32_30N,5/17/2022,192.2769389,129.4744593,1.19006,80,45.5,0.01,1,1
P32_30S,6/14/2022,203.2409632,134.8310218,0.18002,80,53,0.01,1,1
P32_30S,5/17/2022,203.2409632,134.8310218,2.12507,80,45.5,0.01,1,1
P32_31N,6/14/2022,206.8819185,148.4134176,2.17203,80,53,0.01,1,1
P32_31N,5/17/2022,206.8819185,148.4134176,0.15221,80,45.75,0.01,1,1
P32_31S,6/14/2022,217.4908255,150.194022,1.36721,80,50,0.01,1,1
P32_31S,5/17/2022,217.4908255,150.194022,2.11771,80,45.5,0.01,1,1
P32_32N,6/14/2022,207.6660089,160.0144372,0.08729,80,48,0.01,1,1
P32_32N,5/17/2022,207.6660089,160.0144372,1.194,80,95.25,0.01,1,1
P32_32S,6/14/2022,209.984367,154.2967493,0.10162,80,50.25,0.01,1,1
P32_32S,5/17/2022,209.984367,154.2967493,2.12806,80,50,0.01,1,1
P32_33N,6/14/2022,214.7388178,172.8680695,0.0492,80,200,0.01,1,1
P32_33N,5/17/2022,214.7388178,172.8680695,2.13768,80,50,0.01,1,1
P32_33S,6/14/2022,188.32263,147.9065713,0.13517,80,50,0.01,1,1
P32_33S,5/17/2022,188.32263,147.9065713,2.18503,80,60.25,0.01,1,1
P32_34N,5/17/2022,188.2696317,171.4050692,2.11344,80,45.5,0.01,1,1
P32_34S,6/14/2022,180.2671309,153.9294158,0.08818,80,150.5,0.01,1,1
P32_34S,5/17/2022,180.2671309,153.9294158,2.14255,80,58,0.01,1,1
P32_35N,6/14/2022,172.8479392,165.817631,0.11723,80,50,0.01,1,1
P32_35N,5/17/2022,172.8479392,165.817631,2.09181,80,48.25,0.01,1,1
P32_35S,6/14/2022,161.9852503,153.7446158,0.02443,80,90.25,0.01,1,1
P32_35S,5/17/2022,161.9852503,153.7446158,2.10064,80,52.75,0.01,1,1
P32_36N,6/14/2022,134.4246199,148.2695171,0.04052,80,52.5,0.01,1,1
P32_36N,5/17/2022,134.4246199,148.2695171,2.13984,80,50.5,0.01,1,1
P32_36S,6/14/2022,127.1678615,134.6839785,0.02368,80,73.25,0.01,1,1
P32_36S,5/17/2022,127.1678615,134.6839785,2.24719,80,80.75,0.01,1,1
P32_37N,6/14/2022,123.061927,143.670931,0.15194,80,65,0.01,1,1
P32_37N,5/17/2022,123.061927,143.670931,2.15865,80,145,0.01,1,1
P32_37S,6/14/2022,115.6100755,130.0211204,0.02932,80,67.5,0.01,1,1
P32_37S,5/17/2022,115.6100755,130.0211204,2.04538,80,57.5,0.01,1,1
P32_38N,6/14/2022,97.6915475,126.8945563,0.06944,59,55,0.01,1,1
P32_38N,5/17/2022,97.6915475,126.8945563,1.20857,59,41,0.01,1,1
P33_10N,6/7/2022,76.69761027,69.46425137,3.07416,40,50,3,3,1
P33_11N,6/7/2022,108.0043219,89.02347392,4.0618,43,50,2,3,1
P33_11S,6/7/2022,68.91067853,64.56312819,2.06043,41,50,3,3,1
P33_12N,6/7/2022,86.58340239,78.05499522,2.04635,42,50,2,3,1
P33_12S,6/7/2022,58.4521503,60.80043616,1.01839,41.5,50,2,3,1
P33_13N,6/7/2022,81.60265901,77.59689522,4.07945,42,50,0.01,1,1
P33_13S,6/7/2022,43.87045186,52.73245384,2.11379,43,50,2,3,1
P33_14S,6/7/2022,44.15985979,53.24529896,2.10702,50,50,0.01,1,1
P33_15N,6/7/2022,71.56165634,73.92200728,4.23836,50,50,0.01,1,1
P33_15S,6/7/2022,51.55103951,59.32185811,3.10378,46.5,50,0.01,1,1
P33_16S,6/7/2022,42.97164705,54.77949014,3.04291,56,50,2,3,1
P33_17N,6/7/2022,50.82955289,62.25995332,5.03531,58,50,0.01,1,1
P33_17S,6/7/2022,43.51002939,55.54265581,1.01821,80,50,0.01,1,1
P33_18N,6/7/2022,40.96044541,59.57341446,4.09729,82,300,0.01,1,1
P33_18S,6/7/2022,38.29737144,56.86384378,5.03243,82,50,0.01,1,1
P33_26N,6/14/2022,54.99258609,49.77909259,2.06409,90,300,0.01,1,1
P33_26S,6/14/2022,110.3179249,76.12686881,0.04067,90,57.75,0.01,1,1
P33_27N,6/14/2022,105.6871385,76.27919784,2.09728,86,52.75,0.01,1,1
P33_28N,6/14/2022,136.5068458,93.33507544,2.11892,80.5,45.5,0.01,1,1
P33_28S,6/14/2022,167.9988737,108.4059646,0.2117,80,52.5,0.01,1,1
P33_29N,6/14/2022,182.3475257,120.7097933,2.14053,77,55,0.01,1,1
P33_29S,6/14/2022,191.133974,124.9721984,0.12972,69.5,55,0.01,1,1
P33_30N,6/14/2022,200.6633042,133.4102407,1.18712,62,57.5,0.01,1,1
P33_30S,6/14/2022,199.0190352,131.3192981,0.06558,57.5,300,0.01,1,1
P33_31N,6/14/2022,200.7511828,140.3893741,0.03453,71,55,0.01,1,1
P33_31S,6/14/2022,188.5494057,132.1203011,0.12782,57.5,80,0.01,1,1
P33_32N,6/14/2022,185.4253839,138.9181479,0.13517,75.5,48.25,0.01,1,1
P33_32N,5/17/2022,185.4253839,138.9181479,4.05657,75.5,43.25,0.01,1,1
P33_32S,6/14/2022,201.1768147,143.7521235,0.02534,72.5,80,0.01,1,1
P33_33N,6/14/2022,195.9186246,152.952482,0.0523,75.5,65,0.01,1,1
P33_33S,6/14/2022,200.298818,147.7548488,0.18845,80,80,0.01,1,1
P33_34N,6/14/2022,170.6053158,146.9015955,0.19724,80,47.75,0.01,1,1
P34_10N,5/20/2022,108.5020965,88.16613467,2.0103,43,55.25,1,2,1
P34_11N,5/20/2022,93.72204852,79.59763691,2.03174,42,43.25,1,2,1
P33_35S,6/14/2022,136.6286406,124.1394469,0.14472,80,55,0.01,1,1
P33_36N,6/14/2022,121.1445422,129.3848917,0.01738,80,60,0.01,1,1
P33_36S,6/14/2022,123.6351577,118.3294162,0.14496,80,55,0.01,1,1
P33_37N,6/14/2022,116.6554643,130.9905941,0.0206,59,175.25,0.01,1,1
P34_10N,5/20/2022,108.5020965,88.16613467,2.0103,43,55.25,1,2,1
P34_11N,5/20/2022,93.72204852,79.59763691,2.03174,42,43.25,1,2,1
P34_12N,5/20/2022,63.91102473,64.34870453,2.21326,43.5,34.25,2,6,1
P34_13N,5/20/2022,42.4367912,51.75449246,2.01777,44,300,2,3,1
P34_14N,5/20/2022,53.73988444,59.84867309,3,48.5,43.25,1,2,1
P34_16N,5/20/2022,44.20822694,55.69956445,2.42089,48,83,0.01,1,1
P34_17N,5/20/2022,50.93192448,61.12674831,2.03413,80,122.5,2,3,1
P34_18N,5/20/2022,37.52930972,56.18081746,2.0309,90,52.75,0.01,1,1
P34_19N,5/20/2022,35.40309259,55.0064941,1.33989,86,120,0.01,1,1
P34_26N,5/17/2022,103.6268239,72.89283669,2.10742,90,300,0.01,1,1
P34_26S,5/17/2022,121.602127,82.88377978,2.05933,90,50,0.01,1,1
P34_27N,5/17/2022,132.7257918,88.22139302,3.12432,86.5,52.75,0.01,1,1
P34_27S,5/17/2022,146.4614593,96.73470362,1.18269,86.5,50,0.01,1,1
P34_28N,5/17/2022,149.1965146,98.82571494,3.15134,80,65.5,0.01,1,1
P34_28S,5/17/2022,155.8372197,104.2500378,1.19458,90,50,0.01,1,1
P34_29N,5/17/2022,174.1992425,115.9201812,2.12999,59,300,0.01,1,1
P34_29S,5/17/2022,179.9450277,118.7772199,1.23064,86,50,0.01,1,1
P34_30N,5/17/2022,186.6802709,124.5917338,3.21188,58,55,0.01,1,1
P34_30S,5/17/2022,186.2532266,123.0285127,0.31189,50,50,0.01,1,1
P34_31N,5/17/2022,167.9622831,120.1846716,2.01117,62,62.5,0.01,1,1
P34_31S,5/17/2022,155.6454007,113.5996889,0.30084,49,50.5,0.01,1,1
P34_32N,5/17/2022,156.1774346,116.6989247,2.14282,71,50,0.01,1,1
P34_32S,5/17/2022,142.5795598,106.9963737,0.08709,48.5,60,0.01,1,1
P34_33N,5/17/2022,159.1466457,122.0837317,2.12854,80,47.75,0.01,1,1
P34_34N,5/17/2022,146.0154064,122.7575607,2.09372,78.5,57.5,0.01,1,1
P34_34S,5/17/2022,134.382668,109.9952933,0.06053,80,55,0.01,1,1
P34_35N,5/17/2022,128.218747,117.9021092,2.09779,80,50,0.01,1,1
P34_36N,5/17/2022,87.51704062,90.42387104,1.16994,68,57.5,2,3,1
P35_26N,5/24/2022,121.6014606,82.88345057,0.2011,90,62.5,0.01,1,1
P35_27N,5/24/2022,140.1375186,93.54261928,0.02019,90,45.5,0.01,1,1
P35_29N,5/24/2022,155.3048001,105.6357652,0.00569,86,52.5,2,3,1
P35_30N,5/24/2022,160.9223279,109.3980768,1.17582,66,52.75,3,3,1
P35_31N,5/24/2022,127.765944,97.33667245,1.32531,51.5,55.25,2,3,1
P35_32N,5/24/2022,138.8056306,104.7679584,0.14288,48,57.5,3,3,1
P35_33N,5/24/2022,133.890562,106.6475332,0.1695,57.5,55.25,2,3,1
P35_34N,5/24/2022,125.4647193,104.2092433,0.23029,77,92.5,2,3,1
P35_35N,5/24/2022,97.11534021,89.39991461,0.20237,65,50.5,2,3,1
P13_46S,7/1/2022,44.07692595,33.61587982,2.24346,80,300,0.01,1,1
P13_47S,7/1/2022,54.40763668,40.03562341,1.08095,80,67.5,0.01,1,1
P13_48S,7/1/2022,52.5871803,39.64695692,0.04443,80,55,0.01,1,1
P13_49S,7/1/2022,49.69470011,35.70349635,0.01678,74,47.75,0.01,1,1
P13_50S,7/1/2022,100.5253583,35.01318912,0.08596,80,50,0.01,1,1
P13_51S,7/1/2022,107.0723648,34.53351175,1.11124,80,50,2,3,1
P14_43S,7/1/2022,112.9272003,49.15621853,0.14285,80,55.25,0.01,1,1
P14_44S,7/1/2022,132.2178788,58.53684619,0.24719,74,45.5,0.01,1,1
P14_45N,7/1/2022,38.53825729,30.46831104,2.02976,80,300,0.01,1,1
P14_45S,7/1/2022,104.485714,59.37653836,0.1409,65,43.25,0.01,1,1
P14_46N,7/1/2022,139.131999,56.92700487,1.24658,80,55,0.01,1,1
P14_46S,7/1/2022,93.27216816,58.2277547,0.02494,80,50,0.01,1,1
P14_47N,7/1/2022,115.1813135,59.28062108,0.05952,80,55,0.01,1,1
P14_47S,7/1/2022,100.9040712,61.84680412,0.06975,80,47.75,0.01,1,1
P15_41S,7/1/2022,153.1627912,59.2738697,0.05085,80,110,2,3,1
P15_42S,7/1/2022,170.3128672,69.43982354,0.37593,80,60.25,2,3,1
P15_43N,7/1/2022,169.6261367,62.38597036,1.17548,80,62.5,1,2,1
P15_43S,7/1/2022,144.5968822,79.26817818,0.19977,80,65,2,3,1
P15_44N,7/1/2022,171.8790736,69.25481193,0.16103,80,65,3,3,1
P15_44S,7/1/2022,127.3102382,76.15559065,0.05032,68,55.5,3,3,1
P15_45N,7/1/2022,156.0840538,77.43595727,0.07963,68,60,2,3,1
P15_45S,7/1/2022,139.7829505,86.208091,1.10884,71,53,2,3,1
P15_46N,7/1/2022,121.4273375,68.92001544,0.12752,74,60.25,2,3,1
P15_46S,7/1/2022,122.201937,80.56150152,1.16785,74,55.5,2,3,1
P15_47N,7/1/2022,132.4796227,74.06353536,0.13144,68,50.5,0.01,1,1
P15_47S,7/1/2022,131.2184609,83.10454547,0.22708,80,52.75,0.01,1,1
P15_48N,7/1/2022,128.7671045,62.20314066,0.27574,74,300,1,2,1
P15_48S,7/1/2022,114.0196241,58.50553983,0.3244,74,55.25,1,2,1
P15_49N,7/1/2022,136.12689,60.40348903,0.12506,59,45.5,2,3,1
P15_49S,7/1/2022,92.03022915,51.29208558,0.21721,65,62.5,2,3,1
P15_50N,7/1/2022,154.2713931,49.80403225,0.24359,62,50.5,2,3,1
P15_50S,7/1/2022,100.2394617,40.70644233,4.04966,53,98.25,1,2,1
P15_51N,7/1/2022,158.2084872,39.7574478,1.16685,56,300,2,3,1
P15_51S,7/1/2022,102.3233196,36.57146122,1.2158,65,55.25,1,2,1
P15_52N,7/1/2022,126.2029669,29.56741169,1.39155,68,45.5,3,3,1
P15_52S,7/1/2022,116.4916303,30.85000817,2.0757,59,43.25,2,3,1
P16_38S,7/1/2022,144.066818,45.7886261,0.27791,80,60.25,2,3,1
P16_39S,7/1/2022,170.5428445,58.33629773,2.26697,80,57.75,2,3,1
P16_40S,7/1/2022,135.5437109,62.82420548,0.06054,80,47.75,3,3,1
P16_41N,7/1/2022,168.0722794,62.82374784,2.14983,80,63,2,3,1
P16_41S,7/1/2022,141.5318509,72.00570569,1.24809,80,300,3,3,1
